Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_1037024.obj (took 0.03s | total elapsed: 0.15s)
[266/9995] [266 success|0 fail] [SUCCESS] model_1041432.obj (took 0.01s | total elapsed: 0.17s)
[267/9995] [267 success|0 fail] [SUCCESS] model_1005287.obj (took 0.01s | total elapsed: 0.17s)
[268/9995] [268 success|0 fail] [SUCCESS] model_101337.obj (took 0.04s | total elapsed: 0.17s)
[269/9995] [269 success|0 fail] [SUCCESS] model_1017011.obj (took 0.04s | total elapsed: 0.17s)
[270/9995] [270 success|0 fail] [SUCCESS] model_101089.obj (took 0.06s | total elapsed: 0.17s)
[271/9995] [271 success|0 fail] [SUCCESS] model_1017020.obj (took 0.05s | total elapsed: 0.17s)
[272/9995] [272 success|0 fail] [SUCCESS] model_102068.obj (took 0.05s | total elapsed: 0.17s)
[273/9995] [273 success|0 fail] [SUCCESS] model_1018276.obj (took 0.04s | total elapsed: 0.17s)
[274/9995] [274 success|0 fail] [SUCCESS] model_1037025.obj (took 0.02s | total elapsed: 0.17s)
[275/9995] [275 success|0 fail] [SUCCESS] model_1036395.obj (took 0.03s | total elapsed: 0.17s)
[276/9995] [276 success|0 fail] [SUCCESS] model_100323.obj (took 0.00s | total elapsed: 0.17s)
[277/9995] [277 success|0 fail] [SUCCESS] model_100507.obj (took 0.01s | total elapsed: 0.17s)
[278/9995] [278 success|0 fail] [SUCCESS] model_101619.obj (took 0.09s | total elapsed: 0.17s)
[279/9995] [279 success|0 fail] [SUCCESS] model_104401.obj (took 0.02s | total elapsed: 0.17s)
[280/9995] [280 success|0 fail] [SUCCESS] model_1047980.obj (took 0.01s | total elapsed: 0.17s)
[281/9995] [281 success|0 fail] [SUCCESS] model_1038434.obj (took 0.04s | total elapsed: 0.17s)
[282/9995] [282 success|0 fail] [SUCCESS] model_1036653.obj (took 0.04s | total elapsed: 0.17s)
[283/9995] [283 success|0 fail] [SUCCESS] model_102255.obj (took 0.08s | total elapsed: 0.17s)
[284/9995] [284 success|0 fail] [SUCCESS] model_1037022.obj (took 0.04s | total elapsed: 0.17s)
[285/9995] [285 success|0 fail] [SUCCESS] model_1036403.obj (took 0.05s | total elapsed: 0.17s)
[286/9995] [286 success|0 fail] [SUCCESS] model_104400.obj (took 0.03s | total elapsed: 0.17s)
[287/9995] [287 success|0 fail] [SUCCESS] model_1036650.obj (took 0.05s | total elapsed: 0.17s)
[288/9995] [288 success|0 fail] [SUCCESS] model_1017013.obj (took 0.09s | total elapsed: 0.17s)
[289/9995] [289 success|0 fail] [SUCCESS] model_104559.obj (took 0.02s | total elapsed: 0.17s)
[290/9995] [290 success|0 fail] [SUCCESS] model_1036652.obj (took 0.05s | total elapsed: 0.17s)
[291/9995] [291 success|0 fail] [SUCCESS] model_1041448.obj (took 0.04s | total elapsed: 0.17s)
[292/9995] [292 success|0 fail] [SUCCESS] model_103146.obj (took 0.08s | total elapsed: 0.17s)
[293/9995] [293 success|0 fail] [SUCCESS] model_104582.obj (took 0.03s | total elapsed: 0.17s)
[294/9995] [294 success|0 fail] [SUCCESS] model_1036473.obj (took 0.05s | total elapsed: 0.17s)
[295/9995] [295 success|0 fail] [SUCCESS] model_103817.obj (took 0.04s | total elapsed: 0.17s)
[296/9995] [296 success|0 fail] [SUCCESS] model_1038439.obj (took 0.03s | total elapsed: 0.17s)
[297/9995] [297 success|0 fail] [SUCCESS] model_104969.obj (took 0.01s | total elapsed: 0.17s)
[298/9995] [298 success|0 fail] [SUCCESS] model_1051178.obj (took 0.01s | total elapsed: 0.17s)
[299/9995] [299 success|0 fail] [SUCCESS] model_1038432.obj (took 0.03s | total elapsed: 0.17s)
[300/9995] [300 success|0 fail] [SUCCESS] model_104646.obj (took 0.02s | total elapsed: 0.17s)
[301/9995] [301 success|0 fail] [SUCCESS] model_1038442.obj (took 0.03s | total elapsed: 0.17s)
[302/9995] [302 success|0 fail] [SUCCESS] model_104290.obj (took 0.03s | total elapsed: 0.17s)
[303/9995] [303 success|0 fail] [SUCCESS] model_104929.obj (took 0.02s | total elapsed: 0.17s)
[304/9995] [304 success|0 fail] [SUCCESS] model_104509.obj (took 0.03s | total elapsed: 0.17s)
[305/9995] [305 success|0 fail] [SUCCESS] model_103742.obj (took 0.04s | total elapsed: 0.17s)
[306/9995] [306 success|0 fail] [SUCCESS] model_1036393.obj (took 0.05s | total elapsed: 0.17s)
[307/9995] [307 success|0 fail] [SUCCESS] model_1036429.obj (took 0.05s | total elapsed: 0.17s)
[308/9995] [308 success|0 fail] [SUCCESS] model_104512.obj (took 0.03s | total elapsed: 0.17s)
[309/9995] [309 success|0 fail] [SUCCESS] model_104421.obj (took 0.03s | total elapsed: 0.17s)
[310/9995] [310 success|0 fail] [SUCCESS] model_103356.obj (took 0.06s | total elapsed: 0.17s)
[311/9995] [311 success|0 fail] [SUCCESS] model_1036398.obj (took 0.05s | total elapsed: 0.17s)
[312/9995] [312 success|0 fail] [SUCCESS] model_104606.obj (took 0.03s | total elapsed: 0.17s)
[313/9995] [313 success|0 fail] [SUCCESS] model_1053391.obj (took 0.02s | total elapsed: 0.17s)
[314/9995] [314 success|0 fail] [SUCCESS] model_104645.obj (took 0.02s | total elapsed: 0.17s)
[315/9995] [315 success|0 fail] [SUCCESS] model_1038446.obj (took 0.03s | total elapsed: 0.17s)
[316/9995] [316 success|0 fail] [SUCCESS] model_105336.obj (took 0.02s | total elapsed: 0.17s)
[317/9995] [317 success|0 fail] [SUCCESS] model_104930.obj (took 0.02s | total elapsed: 0.17s)
[318/9995] [318 success|0 fail] [SUCCESS] model_104644.obj (took 0.01s | total elapsed: 0.17s)
[319/9995] [319 success|0 fail] [SUCCESS] model_103142.obj (took 0.08s | total elapsed: 0.17s)
[320/9995] [320 success|0 fail] [SUCCESS] model_1018278.obj (took 0.09s | total elapsed: 0.17s)
[321/9995] [321 success|0 fail] [SUCCESS] model_1036462.obj (took 0.05s | total elapsed: 0.17s)
[322/9995] [322 success|0 fail] [SUCCESS] model_1037019.obj (took 0.05s | total elapsed: 0.17s)
[323/9995] [323 success|0 fail] [SUCCESS] model_102248.obj (took 0.09s | total elapsed: 0.17s)
[324/9995] [324 success|0 fail] [SUCCESS] model_105662.obj (took 0.01s | total elapsed: 0.17s)
[325/9995] [325 success|0 fail] [SUCCESS] model_104640.obj (took 0.02s | total elapsed: 0.17s)
[326/9995] [326 success|0 fail] [SUCCESS] model_104787.obj (took 0.01s | total elapsed: 0.17s)
[327/9995] [327 success|0 fail] [SUCCESS] model_104510.obj (took 0.02s | total elapsed: 0.17s)
[328/9995] [328 success|0 fail] [SUCCESS] model_1017015.obj (took 0.08s | total elapsed: 0.17s)
[329/9995] [329 success|0 fail] [SUCCESS] model_101556.obj (took 0.09s | total elapsed: 0.17s)
[330/9995] [330 success|0 fail] [SUCCESS] model_104639.obj (took 0.02s | total elapsed: 0.17s)
[331/9995] [331 success|0 fail] [SUCCESS] model_101881.obj (took 0.09s | total elapsed: 0.17s)
[332/9995] [332 success|0 fail] [SUCCESS] model_104403.obj (took 0.03s | total elapsed: 0.17s)
[333/9995] [333 success|0 fail] [SUCCESS] model_102257.obj (took 0.09s | total elapsed: 0.17s)
[334/9995] [334 success|0 fail] [SUCCESS] model_1036316.obj (took 0.06s | total elapsed: 0.17s)
[335/9995] [335 success|0 fail] [SUCCESS] model_105220.obj (took 0.02s | total elapsed: 0.17s)
[336/9995] [336 success|0 fail] [SUCCESS] model_1017014.obj (took 0.10s | total elapsed: 0.17s)
[337/9995] [337 success|0 fail] [SUCCESS] model_1036428.obj (took 0.06s | total elapsed: 0.17s)
[338/9995] [338 success|0 fail] [SUCCESS] model_104511.obj (took 0.03s | total elapsed: 0.17s)
[339/9995] [339 success|0 fail] [SUCCESS] model_1053875.obj (took 0.02s | total elapsed: 0.17s)
[340/9995] [340 success|0 fail] [SUCCESS] model_103441.obj (took 0.06s | total elapsed: 0.17s)
[341/9995] [341 success|0 fail] [SUCCESS] model_1053378.obj (took 0.02s | total elapsed: 0.17s)
[342/9995] [342 success|0 fail] [SUCCESS] model_103538.obj (took 0.05s | total elapsed: 0.17s)
[343/9995] [343 success|0 fail] [SUCCESS] model_1038443.obj (took 0.04s | total elapsed: 0.17s)
[344/9995] [344 success|0 fail] [SUCCESS] model_1038433.obj (took 0.05s | total elapsed: 0.17s)
[345/9995] [345 success|0 fail] [SUCCESS] model_104737.obj (took 0.02s | total elapsed: 0.17s)
[346/9995] [346 success|0 fail] [SUCCESS] model_104188.obj (took 0.04s | total elapsed: 0.17s)
[347/9995] [347 success|0 fail] [SUCCESS] model_103815.obj (took 0.05s | total elapsed: 0.17s)
[348/9995] [348 success|0 fail] [SUCCESS] model_104738.obj (took 0.02s | total elapsed: 0.17s)
[349/9995] [349 success|0 fail] [SUCCESS] model_104187.obj (took 0.04s | total elapsed: 0.17s)
[350/9995] [350 success|0 fail] [SUCCESS] model_105335.obj (took 0.02s | total elapsed: 0.17s)
[351/9995] [351 success|0 fail] [SUCCESS] model_1053397.obj (took 0.02s | total elapsed: 0.17s)
[352/9995] [352 success|0 fail] [SUCCESS] model_105688.obj (took 0.01s | total elapsed: 0.17s)
[353/9995] [353 success|0 fail] [SUCCESS] model_105691.obj (took 0.01s | total elapsed: 0.17s)
[354/9995] [354 success|0 fail] [SUCCESS] model_1038440.obj (took 0.05s | total elapsed: 0.17s)
[355/9995] [355 success|0 fail] [SUCCESS] model_105762.obj (took 0.01s | total elapsed: 0.17s)
[356/9995] [356 success|0 fail] [SUCCESS] model_102375.obj (took 0.09s | total elapsed: 0.17s)
[357/9995] [357 success|0 fail] [SUCCESS] model_103825.obj (took 0.05s | total elapsed: 0.17s)
[358/9995] [358 success|0 fail] [SUCCESS] model_1044251.obj (took 0.04s | total elapsed: 0.17s)
[359/9995] [359 success|0 fail] [SUCCESS] model_105226.obj (took 0.02s | total elapsed: 0.17s)
[360/9995] [360 success|0 fail] [SUCCESS] model_105348.obj (took 0.02s | total elapsed: 0.17s)
[361/9995] [361 success|0 fail] [SUCCESS] model_1053376.obj (took 0.02s | total elapsed: 0.17s)
[362/9995] [362 success|0 fail] [SUCCESS] model_1038444.obj (took 0.05s | total elapsed: 0.17s)
[363/9995] [363 success|0 fail] [SUCCESS] model_105558.obj (took 0.01s | total elapsed: 0.17s)
[364/9995] [364 success|0 fail] [SUCCESS] model_1053374.obj (took 0.02s | total elapsed: 0.17s)
[365/9995] [365 success|0 fail] [SUCCESS] model_1038445.obj (took 0.05s | total elapsed: 0.17s)
[366/9995] [366 success|0 fail] [SUCCESS] model_1041418.obj (took 0.05s | total elapsed: 0.17s)
[367/9995] [367 success|0 fail] [SUCCESS] model_105230.obj (took 0.02s | total elapsed: 0.17s)
[368/9995] [368 success|0 fail] [SUCCESS] model_1050061.obj (took 0.02s | total elapsed: 0.17s)
[369/9995] [369 success|0 fail] [SUCCESS] model_1039823.obj (took 0.05s | total elapsed: 0.17s)
[370/9995] [370 success|0 fail] [SUCCESS] model_105174.obj (took 0.02s | total elapsed: 0.17s)
[371/9995] [371 success|0 fail] [SUCCESS] model_1043461.obj (took 0.04s | total elapsed: 0.17s)
[372/9995] [372 success|0 fail] [SUCCESS] model_104513.obj (took 0.03s | total elapsed: 0.17s)
[373/9995] [373 success|0 fail] [SUCCESS] model_101249.obj (took 0.10s | total elapsed: 0.17s)
[374/9995] [374 success|0 fail] [SUCCESS] model_103737.obj (took 0.04s | total elapsed: 0.17s)
[375/9995] [375 success|0 fail] [SUCCESS] model_105685.obj (took 0.01s | total elapsed: 0.17s)
[376/9995] [376 success|0 fail] [SUCCESS] model_102794.obj (took 0.09s | total elapsed: 0.17s)
[377/9995] [377 success|0 fail] [SUCCESS] model_104432.obj (took 0.04s | total elapsed: 0.17s)
[378/9995] [378 success|0 fail] [SUCCESS] model_104442.obj (took 0.04s | total elapsed: 0.17s)
[379/9995] [379 success|0 fail] [SUCCESS] model_104563.obj (took 0.03s | total elapsed: 0.17s)
[380/9995] [380 success|0 fail] [SUCCESS] model_105326.obj (took 0.02s | total elapsed: 0.17s)
[381/9995] [381 success|0 fail] [SUCCESS] model_1037027.obj (took 0.05s | total elapsed: 0.17s)
[382/9995] [382 success|0 fail] [SUCCESS] model_101633.obj (took 0.10s | total elapsed: 0.17s)
[383/9995] [383 success|0 fail] [SUCCESS] model_1053568.obj (took 0.02s | total elapsed: 0.17s)
[384/9995] [384 success|0 fail] [SUCCESS] model_105120.obj (took 0.02s | total elapsed: 0.17s)
[385/9995] [385 success|0 fail] [SUCCESS] model_1043471.obj (took 0.04s | total elapsed: 0.17s)
[386/9995] [386 success|0 fail] [SUCCESS] model_105559.obj (took 0.01s | total elapsed: 0.17s)
[387/9995] [387 success|0 fail] [SUCCESS] model_1047981.obj (took 0.03s | total elapsed: 0.17s)
[388/9995] [388 success|0 fail] [SUCCESS] model_105413.obj (took 0.02s | total elapsed: 0.17s)
[389/9995] [389 success|0 fail] [SUCCESS] model_103821.obj (took 0.05s | total elapsed: 0.17s)
[390/9995] [390 success|0 fail] [SUCCESS] model_1047582.obj (took 0.03s | total elapsed: 0.17s)
[391/9995] [391 success|0 fail] [SUCCESS] model_105686.obj (took 0.01s | total elapsed: 0.17s)
[392/9995] [392 success|0 fail] [SUCCESS] model_1044252.obj (took 0.04s | total elapsed: 0.17s)
[393/9995] [393 success|0 fail] [SUCCESS] model_105690.obj (took 0.01s | total elapsed: 0.17s)
[394/9995] [394 success|0 fail] [SUCCESS] model_1036319.obj (took 0.05s | total elapsed: 0.17s)
[395/9995] [395 success|0 fail] [SUCCESS] model_105637.obj (took 0.01s | total elapsed: 0.17s)
[396/9995] [396 success|0 fail] [SUCCESS] model_104301.obj (took 0.04s | total elapsed: 0.17s)
[397/9995] [397 success|0 fail] [SUCCESS] model_1051179.obj (took 0.03s | total elapsed: 0.17s)
[398/9995] [398 success|0 fail] [SUCCESS] model_104445.obj (took 0.04s | total elapsed: 0.17s)
[399/9995] [399 success|0 fail] [SUCCESS] model_1051670.obj (took 0.03s | total elapsed: 0.17s)
[400/9995] [400 success|0 fail] [SUCCESS] model_105103.obj (took 0.03s | total elapsed: 0.17s)
[401/9995] [401 success|0 fail] [SUCCESS] model_105799.obj (took 0.01s | total elapsed: 0.17s)
[402/9995] [402 success|0 fail] [SUCCESS] model_105330.obj (took 0.02s | total elapsed: 0.17s)
[403/9995] [403 success|0 fail] [SUCCESS] model_103824.obj (took 0.05s | total elapsed: 0.17s)
[404/9995] [404 success|0 fail] [SUCCESS] model_105695.obj (took 0.01s | total elapsed: 0.17s)
[405/9995] [405 success|0 fail] [SUCCESS] model_105636.obj (took 0.01s | total elapsed: 0.17s)
[406/9995] [406 success|0 fail] [SUCCESS] model_105859.obj (took 0.01s | total elapsed: 0.17s)
[407/9995] [407 success|0 fail] [SUCCESS] model_105761.obj (took 0.01s | total elapsed: 0.17s)
[408/9995] [408 success|0 fail] [SUCCESS] model_1053874.obj (took 0.02s | total elapsed: 0.17s)
[409/9995] [409 success|0 fail] [SUCCESS] model_105338.obj (took 0.02s | total elapsed: 0.17s)
[410/9995] [410 success|0 fail] [SUCCESS] model_1055250.obj (took 0.01s | total elapsed: 0.17s)
[411/9995] [411 success|0 fail] [SUCCESS] model_105765.obj (took 0.01s | total elapsed: 0.17s)
[412/9995] [412 success|0 fail] [SUCCESS] model_104968.obj (took 0.03s | total elapsed: 0.17s)
[413/9995] [413 success|0 fail] [SUCCESS] model_105860.obj (took 0.01s | total elapsed: 0.17s)
[414/9995] [414 success|0 fail] [SUCCESS] model_1051177.obj (took 0.03s | total elapsed: 0.17s)
[415/9995] [415 success|0 fail] [SUCCESS] model_1054518.obj (took 0.01s | total elapsed: 0.17s)
[416/9995] [416 success|0 fail] [SUCCESS] model_105414.obj (took 0.02s | total elapsed: 0.17s)
[417/9995] [417 success|0 fail] [SUCCESS] model_105687.obj (took 0.01s | total elapsed: 0.17s)
[418/9995] [418 success|0 fail] [SUCCESS] model_105692.obj (took 0.01s | total elapsed: 0.17s)
[419/9995] [419 success|0 fail] [SUCCESS] model_105696.obj (took 0.01s | total elapsed: 0.17s)
[420/9995] [420 success|0 fail] [SUCCESS] model_105171.obj (took 0.03s | total elapsed: 0.17s)
[421/9995] [421 success|0 fail] [SUCCESS] model_103826.obj (took 0.05s | total elapsed: 0.17s)
[422/9995] [422 success|0 fail] [SUCCESS] model_105858.obj (took 0.01s | total elapsed: 0.17s)
[423/9995] [423 success|0 fail] [SUCCESS] model_1043436.obj (took 0.04s | total elapsed: 0.17s)
[424/9995] [424 success|0 fail] [SUCCESS] model_105382.obj (took 0.03s | total elapsed: 0.17s)
[425/9995] [425 success|0 fail] [SUCCESS] model_105875.obj (took 0.01s | total elapsed: 0.17s)
[426/9995] [426 success|0 fail] [SUCCESS] model_1056913.obj (took 0.01s | total elapsed: 0.17s)
[427/9995] [427 success|0 fail] [SUCCESS] model_105693.obj (took 0.01s | total elapsed: 0.17s)
[428/9995] [428 success|0 fail] [SUCCESS] model_105861.obj (took 0.01s | total elapsed: 0.17s)
[429/9995] [429 success|0 fail] [SUCCESS] model_105924.obj (took 0.01s | total elapsed: 0.17s)
[430/9995] [430 success|0 fail] [SUCCESS] model_105866.obj (took 0.01s | total elapsed: 0.17s)
[431/9995] [431 success|0 fail] [SUCCESS] model_105805.obj (took 0.01s | total elapsed: 0.17s)
[432/9995] [432 success|0 fail] [SUCCESS] model_105863.obj (took 0.01s | total elapsed: 0.17s)
[433/9995] [433 success|0 fail] [SUCCESS] model_105864.obj (took 0.01s | total elapsed: 0.17s)
[434/9995] [434 success|0 fail] [SUCCESS] model_105804.obj (took 0.01s | total elapsed: 0.17s)
[435/9995] [435 success|0 fail] [SUCCESS] model_105857.obj (took 0.01s | total elapsed: 0.17s)
[436/9995] [436 success|0 fail] [SUCCESS] model_105925.obj (took 0.01s | total elapsed: 0.17s)
[437/9995] [437 success|0 fail] [SUCCESS] model_1053375.obj (took 0.03s | total elapsed: 0.17s)
[438/9995] [438 success|0 fail] [SUCCESS] model_106037.obj (took 0.01s | total elapsed: 0.17s)
[439/9995] [439 success|0 fail] [SUCCESS] model_106039.obj (took 0.01s | total elapsed: 0.17s)
[440/9995] [440 success|0 fail] [SUCCESS] model_105867.obj (took 0.01s | total elapsed: 0.17s)
[441/9995] [441 success|0 fail] [SUCCESS] model_1059579.obj (took 0.01s | total elapsed: 0.17s)
[442/9995] [442 success|0 fail] [SUCCESS] model_105803.obj (took 0.02s | total elapsed: 0.17s)
[443/9995] [443 success|0 fail] [SUCCESS] model_105865.obj (took 0.01s | total elapsed: 0.17s)
[444/9995] [444 success|0 fail] [SUCCESS] model_1053377.obj (took 0.03s | total elapsed: 0.17s)
[445/9995] [445 success|0 fail] [SUCCESS] model_105862.obj (took 0.02s | total elapsed: 0.17s)
[446/9995] [446 success|0 fail] [SUCCESS] model_106327.obj (took 0.01s | total elapsed: 0.17s)
[447/9995] [447 success|0 fail] [SUCCESS] model_106090.obj (took 0.01s | total elapsed: 0.17s)
[448/9995] [448 success|0 fail] [SUCCESS] model_106368.obj (took 0.01s | total elapsed: 0.17s)
[449/9995] [449 success|0 fail] [SUCCESS] model_1059578.obj (took 0.02s | total elapsed: 0.17s)
[450/9995] [450 success|0 fail] [SUCCESS] model_106337.obj (took 0.02s | total elapsed: 0.17s)
[451/9995] [451 success|0 fail] [SUCCESS] model_1063851.obj (took 0.02s | total elapsed: 0.17s)
[452/9995] [452 success|0 fail] [SUCCESS] model_1063852.obj (took 0.02s | total elapsed: 0.17s)
[453/9995] [453 success|0 fail] [SUCCESS] model_106146.obj (took 0.02s | total elapsed: 0.17s)
[454/9995] [454 success|0 fail] [SUCCESS] model_106370.obj (took 0.02s | total elapsed: 0.17s)
[455/9995] [455 success|0 fail] [SUCCESS] model_1063853.obj (took 0.02s | total elapsed: 0.18s)
[456/9995] [456 success|0 fail] [SUCCESS] model_1063856.obj (took 0.02s | total elapsed: 0.18s)
[457/9995] [457 success|0 fail] [SUCCESS] model_1063854.obj (took 0.02s | total elapsed: 0.18s)
[458/9995] [458 success|0 fail] [SUCCESS] model_1063855.obj (took 0.02s | total elapsed: 0.18s)
[459/9995] [459 success|0 fail] [SUCCESS] model_106100.obj (took 0.02s | total elapsed: 0.18s)
[460/9995] [460 success|0 fail] [SUCCESS] model_1063860.obj (took 0.02s | total elapsed: 0.18s)
[461/9995] [461 success|0 fail] [SUCCESS] model_1063858.obj (took 0.02s | total elapsed: 0.18s)
[462/9995] [462 success|0 fail] [SUCCESS] model_1063859.obj (took 0.02s | total elapsed: 0.18s)
[463/9995] [463 success|0 fail] [SUCCESS] model_1063866.obj (took 0.02s | total elapsed: 0.18s)
[464/9995] [464 success|0 fail] [SUCCESS] model_1063864.obj (took 0.02s | total elapsed: 0.18s)
[465/9995] [465 success|0 fail] [SUCCESS] model_1063862.obj (took 0.02s | total elapsed: 0.18s)
[466/9995] [466 success|0 fail] [SUCCESS] model_1063865.obj (took 0.02s | total elapsed: 0.18s)
[467/9995] [467 success|0 fail] [SUCCESS] model_1063944.obj (took 0.02s | total elapsed: 0.18s)
[468/9995] [468 success|0 fail] [SUCCESS] model_1064115.obj (took 0.02s | total elapsed: 0.18s)
[469/9995] [469 success|0 fail] [SUCCESS] model_1063857.obj (took 0.02s | total elapsed: 0.18s)
[470/9995] [470 success|0 fail] [SUCCESS] model_1064469.obj (took 0.02s | total elapsed: 0.18s)
[471/9995] [471 success|0 fail] [SUCCESS] model_1063861.obj (took 0.02s | total elapsed: 0.18s)
[472/9995] [472 success|0 fail] [SUCCESS] model_1064655.obj (took 0.02s | total elapsed: 0.18s)
[473/9995] [473 success|0 fail] [SUCCESS] model_1064679.obj (took 0.02s | total elapsed: 0.18s)
[474/9995] [474 success|0 fail] [SUCCESS] model_1065032.obj (took 0.02s | total elapsed: 0.18s)
